sofifa_id;long_name;player_positions;overall;potential;age;height_cm;club_name;league_name;league_level;nationality_name;preferred_foot;short_name
186695;Ezequiel Matias Muñoz;CB;70;70;30;185;Club Atletico Independiente;Argentina Primera Division;1;Argentina;Right;E. Muñoz
186805;Jefferson Antonio Montero Vite;LM, LW, RW;70;70;31;170;Gallos Blancos de Queretaro;Mexican Liga MX;1;Ecuador;Right;J. Montero
186977;Omar Jesus Merlo;CB;70;70;35;185;Club Sporting Cristal;Peruvian Primera Division;1;Argentina;Right;O. Merlo
187110;Miguel angel Ponce Briseño;LB;70;70;32;176;Club Deportivo Guadalajara;Mexican Liga MX;1;Mexico;Left;M. Ponce
187498;Jakob Jantscher;ST, LM, CAM;70;70;32;181;SK Sturm Graz;Austrian Football Bundesliga;1;Austria;Right;J. Jantscher
188421;Joren Dom;RWB, RB, CM;70;70;31;173;K Beerschot VA;Belgian Jupiler Pro League;1;Belgium;Right;J. Dom
188616;Marco Sau;CF, ST;70;70;33;169;Benevento;Italian Serie B;2;Italy;Right;M. Sau
188844;Marc Valiente Hernandez;CB;70;70;34;184;Real Sporting de Gijon;Spanish Segunda Division;2;Spain;Right;Marc Valiente
189211;Saul Berjon Perez;LM;70;70;35;178;Burgos CF;Spanish Segunda Division;2;Spain;Right;Saul Berjon
189300;Mattias Erik Johansson;RWB, RM, RB;70;70;29;174;Legia Warszawa;Polish T-Mobile Ekstraklasa;1;Sweden;Right;M. Johansson
189357;Cristopher Benjamin Toselli Rios;GK;70;70;33;183;Club Deportivo Palestino;Chilian Campeonato Nacional;1;Chile;Right;C. Toselli
189403;Nathan Baker;CB;70;70;30;189;Bristol City;English League Championship;2;England;Left;N. Baker
189430;Simone Colombi;GK;70;70;30;188;Parma;Italian Serie B;2;Italy;Right;S. Colombi
189447;Artur Adam Sobiech;ST;70;70;31;184;Lech Poznac;Polish T-Mobile Ekstraklasa;1;Poland;Right;A. Sobiech
189482;Jose Antonio Rios Reina;LB, LM;70;70;31;180;SD Ponferradina;Spanish Segunda Division;2;Spain;Left;Rios Reina
189655;Zdenck Ondrašek;ST;70;70;32;187;Tromsø IL;Norwegian Eliteserien;1;Czech Republic;Right;Z. Ondrašek
189661;alvaro Gimenez Candela;ST;70;70;30;183;Real Zaragoza;Spanish Segunda Division;2;Spain;Left;alvaro Gimenez
189703;Tabare Uruguay Viudez Mora;ST, RM;70;70;31;166;Club Atletico Rentistas;Uruguayan Primera Division;1;Uruguay;Right;T. Viudez
189930;csmail Köybacc;LB, LM;70;70;31;178;Trabzonspor;Turkish Super Lig;1;Turkey;Left;c. Köybacc
190058;Dejan Sorgic;ST;70;70;31;177;FC Luzern;Swiss Super League;1;Serbia;Right;D. Sorgic
190084;Panagiotis Tachtsidis;CM, CDM;70;70;30;191;Al Fayha;Saudi Abdul L. Jameel League;1;Greece;Left;P. Tachtsidis
190435;Bartolome Nadal Mesquida;GK;70;70;32;187;Real Oviedo;Spanish Segunda Division;2;Spain;Right;Tomeu Nadal
190467;Diego Eduardo De Buen Juarez;CDM, CM;70;70;29;182;Puebla FC;Mexican Liga MX;1;Mexico;Right;D. de Buen
190589;Stefan Hierländer;RM, LWB;70;70;30;180;SK Sturm Graz;Austrian Football Bundesliga;1;Austria;Right;S. Hierländer
190769;Eugenio Lamanna;GK;70;70;31;187;AC Monza;Italian Serie B;2;Italy;Right;E. Lamanna
191111;Karl Emil Salomonsson;RB;70;70;32;182;Avispa Fukuoka;Japanese J. League Division 1;1;Sweden;Right;E. Salomonsson
191209;Jesus Antonio Isijara Rodriguez;RM, LM, RB;70;70;31;180;Santos Laguna;Mexican Liga MX;1;Mexico;Right;J. Isijara
192009;Jose Antonio Rodriguez Romero;GK;70;72;28;186;Club Deportivo Guadalajara;Mexican Liga MX;1;Mexico;Right;J. Rodriguez
192074;Cristobal Marquez Crespo;CDM, CM, CAM;70;70;37;181;CF Fuenlabrada;Spanish Segunda Division;2;Spain;Right;Cristobal
192476;Andreu Fontas Prat;CB;70;70;31;185;Sporting Kansas City;USA Major League Soccer;1;Spain;Left;Fontas
192490;Juan Villar Vazquez;ST, RM;70;70;33;182;Union Deportiva Almeria;Spanish Segunda Division;2;Spain;Right;Juan Villar
192561;Lennart Thy;ST;70;70;29;184;Sparta Rotterdam;Holland Eredivisie;1;Germany;Right;L. Thy
192634;Marc Mateu Sanjuan;LM, LB, CAM;70;70;31;180;SD Huesca;Spanish Segunda Division;2;Spain;Left;Marc Mateu
192732;Edgar Prib;CM, CDM, LM;70;70;31;180;Fortuna Dusseldorf;German 2. Bundesliga;2;Russia;Left;E. Prib
192838;Matias Ezequiel Schelotto;RB, RWB;70;70;32;187;Racing Club;Argentina Primera Division;1;Italy;Right;E. Schelotto
193077;Diego Falcinelli;ST;70;70;30;186;Bologna;Italian Serie A;1;Italy;Left;D. Falcinelli
193141;Ivan Alexis Pillud;RB;70;70;35;178;Racing Club;Argentina Primera Division;1;Argentina;Right;I. Pillud
193182;Wesley Foderingham;GK;70;70;30;185;Sheffield United;English League Championship;2;England;Left;W. Foderingham
193201;Ömer Bayram;LB, CM, LM;70;70;29;173;Galatasaray SK;Turkish Super Lig;1;Turkey;Left;Ö. Bayram
193267;Fabio Pisacane;CB, RB;70;70;35;178;Lecce;Italian Serie B;2;Italy;Right;F. Pisacane
193278;Chris Mavinga;CB;70;70;30;185;Toronto FC;USA Major League Soccer;1;Congo DR;Left;C. Mavinga
193414;Carlos Nicolas Colazo;LM, LWB, LW;70;70;30;175;Gimnasia y Esgrima La Plata;Argentina Primera Division;1;Argentina;Left;N. Colazo
193631;Christian Groß;CB, CDM;70;70;32;183;SV Werder Bremen;German 2. Bundesliga;2;Germany;Right;C. Groß
194017;Andreas Weimann;ST, CAM, RM;70;70;29;178;Bristol City;English League Championship;2;Austria;Right;A. Weimann
194018;James Steven Collins;ST;70;70;30;188;Cardiff City;English League Championship;2;Republic of Ireland;Right;J. Collins
194077;Veysel Sarc;CB, RB;70;70;32;184;Antalyaspor;Turkish Super Lig;1;Turkey;Right;V. Sarc
194079;Alper Potuk;CAM, RM, LM;70;70;30;177;Çaykur Rizespor;Turkish Super Lig;1;Turkey;Right;A. Potuk
194083;Marco Filipe Lopes Paixão;ST;70;70;36;185;Altay SK;Turkish Super Lig;1;Portugal;Right;Marco Paixão
194149;Fredrik Ulvestad;CM, CDM;70;70;29;183;Demir Grup Sivasspor;Turkish Super Lig;1;Norway;Right;F. Ulvestad
194171;Knowledge Musona;CAM, ST, CM;70;70;31;177;Al Tai;Saudi Abdul L. Jameel League;1;Zimbabwe;Right;K. Musona
194334;Daniel Sanchez Ayala;CB;70;70;30;190;Blackburn Rovers;English League Championship;2;Spain;Right;Daniel Ayala
194365;cc cc;ST;70;70;35;174;FC Cartagena;Spanish Segunda Division;2;Japan;Right;S. Okazaki
194662;Anton Zabolotnyi;ST;70;70;30;191;PFC CSKA Moscow;Russian Premier League;1;Russia;Right;A. Zabolotnyi
194753;Luca Marrone;CB, CDM;70;70;31;186;AC Monza;Italian Serie B;2;Italy;Right;L. Marrone
194841;Miguel angel Paniagua Rivarola;CDM, CB, CM;70;70;34;180;Guaireña FC;Paraguayan Primera Division;1;Paraguay;Right;M. Paniagua
194846;Florent Olivier Sylvain Hanin;LB;70;70;31;177;Paris FC;French Ligue 2;2;France;Left;F. Hanin
194934;Daniel Jimenez Lopez;GK;70;70;31;179;AD Alcorcon;Spanish Segunda Division;2;Spain;Right;Dani Jimenez
195037;Danny Batth;CB;70;70;30;191;Stoke City;English League Championship;2;England;Right;D. Batth
195065;Geoffry Hairemans;RM, CAM, CM;70;70;29;183;KV Mechelen;Belgian Jupiler Pro League;1;Belgium;Left;G. Hairemans
196885;Carlos Emilio Lampe Porras;GK;70;70;34;192;Velez Sarsfield;Argentina Primera Division;1;Bolivia;Right;C. Lampe
197641;Benjamin Leroy;GK;70;70;32;184;AC Ajaccio;French Ligue 2;2;France;Right;B. Leroy
197777;Jacopo Sala;RB, RM, LB;70;70;29;181;Spezia;Italian Serie A;1;Italy;Right;J. Sala
197971;Denis Alibec;ST;70;70;30;187;CFR Cluj;Romanian Liga I;1;Romania;Left;D. Alibec
197996;Eric Larsson;RB;70;70;29;176;Malmö FF;Swedish Allsvenskan;1;Sweden;Right;E. Larsson
198039;Mark Gillespie;GK;70;72;29;192;Newcastle United;English Premier League;1;England;Right;M. Gillespie
198190;Greg Cunningham;LWB, LB;70;70;30;183;Preston North End;English League Championship;2;Republic of Ireland;Left;G. Cunningham
198198;Jordi Amat Maas;CB, CDM;70;70;29;184;KAS Eupen;Belgian Jupiler Pro League;1;Spain;Right;Jordi Amat
198394;Alexander Kacaniklic;RW, RM;70;70;29;181;Hajduk Split;Croatian Prva HNL;1;Sweden;Left;A. Kacaniklic
198426;Gonzalo Pablo Castellani;CAM, CM, CDM;70;70;33;183;Union La Calera;Chilian Campeonato Nacional;1;Argentina;Right;G. Castellani
198554;Anthony Ujah;ST;70;70;30;180;1. FC Union Berlin;German 1. Bundesliga;1;Nigeria;Right;A. Ujah
198601;Luis angel Mendoza Escamilla;RM, ST;70;70;31;173;Cruz Azul;Mexican Liga MX;1;Mexico;Right;L. Mendoza
198611;Nikola curcic;ST, CAM;70;70;35;184;Degerfors IF;Swedish Allsvenskan;1;Serbia;Right;N. curcic
198614;Raul Rodriguez Navas;CB;70;70;33;186;Union Deportiva Las Palmas;Spanish Segunda Division;2;Spain;Right;Raul Navas
198687;Saliou Ciss;LB;70;70;32;174;AS Nancy Lorraine;French Ligue 2;2;Senegal;Left;S. Ciss
198705;Andy Aryel Najar Rodriguez;RB;70;70;28;170;D.C. United;USA Major League Soccer;1;Honduras;Right;A. Najar
198817;Romain Amalfitano;CAM, CM, CDM;70;70;31;173;Al Faisaly;Saudi Abdul L. Jameel League;1;France;Right;R. Amalfitano
198836;Vincent Pajot;CM, CDM;70;70;30;180;FC Metz;French Ligue 1;1;France;Right;V. Pajot
198868;Nicolas Isimat-Mirin;CB;70;70;29;187;Sporting Kansas City;USA Major League Soccer;1;France;Right;N. Isimat-Mirin
198908;Isaac Cofie;CDM, CM;70;70;29;184;Demir Grup Sivasspor;Turkish Super Lig;1;Ghana;Right;I. Cofie
199282;Amir Abrashi;CDM, CM;70;70;31;172;Grasshopper Club Zurich;Swiss Super League;1;Albania;Right;A. Abrashi
199347;Timo Beermann;CB;70;70;30;188;VfL Osnabruck;German 3. Bundesliga;3;Germany;Left;T. Beermann
199392;Matias Aguirregaray Guruceaga;RB, LB;70;70;32;174;Estudiantes de La Plata;Argentina Primera Division;1;Uruguay;Right;M. Aguirregaray
199417;Harun Tekin;GK;70;70;32;183;Kasimpaca SK;Turkish Super Lig;1;Turkey;Right;H. Tekin
199487;Alejandro Galvez Jimena;CB;70;70;32;188;UD Ibiza;Spanish Segunda Division;2;Spain;Right;Galvez
199537;Joffrey Cuffaut;CB, RB, RWB;70;70;33;180;Valenciennes FC;French Ligue 2;2;France;Right;J. Cuffaut
199700;Aridai Cabrera Suarez;RM, RW;70;70;32;168;Odisha FC;Indian Super League;1;Spain;Right;Aridai
199738;Francisco Manuel Velez Jimenez;CB, CDM;70;70;30;182;Panathinaikos FC;Greek Super League;1;Spain;Right;Fran Velez
199739;Josue Filipe Soares Pesqueira;CAM, RM;70;70;30;174;Legia Warszawa;Polish T-Mobile Ekstraklasa;1;Portugal;Left;Josue
199848;Pedro Manuel da Silva Moreira;CDM, CM;70;70;32;182;FC Arouca;Portuguese Liga ZON SAGRES;1;Portugal;Right;Pedro Moreira
199952;Emre Çolak;CAM, CM, LM;70;70;30;169;Atakac Hatayspor;Turkish Super Lig;1;Turkey;Left;E. Çolak
199960;Jamie Paterson;CAM, CM;70;70;29;175;Swansea City;English League Championship;2;England;Right;J. Paterson
200065;Atcnç Nukan;CB;70;72;27;196;Göztepe SK;Turkish Super Lig;1;Turkey;Left;A. Nukan
200278;Santiago Garcia;CB, LB;70;70;32;191;Union La Calera;Chilian Campeonato Nacional;1;Argentina;Left;S. Garcia
200443;Barry James Douglas;LB;70;70;31;177;Lech Poznac;Polish T-Mobile Ekstraklasa;1;Scotland;Left;B. Douglas
200489;Douglas Da Silva Vieira;ST, CF;70;70;33;189;Sanfrecce Hiroshima;Japanese J. League Division 1;1;Brazil;Right;Douglas Vieira
200577;cc cc;RB;70;70;34;180;Jeonbuk Hyundai Motors;Korean K League 1;1;Korea Republic;Right;Lee Yong
200689;Ryan Leonard;CDM, CM;70;70;29;185;Millwall;English League Championship;2;England;Right;R. Leonard
200754;Tolga Cicerci;CM, CDM, LM;70;70;29;185;cstanbul Bacakcehir FK;Turkish Super Lig;1;Turkey;Right;T. Cicerci
200918;Christoph Knasmullner;CAM, ST;70;70;29;181;SK Rapid Wien;Austrian Football Bundesliga;1;Austria;Right;C. Knasmullner
200962;Andre Renato Soares Martins;CM, CDM;70;70;31;168;Legia Warszawa;Polish T-Mobile Ekstraklasa;1;Portugal;Right;Andre Martins
201066;Dominik Kaiser;CM, CAM, CDM;70;70;32;171;Hannover 96;German 2. Bundesliga;2;Germany;Right;D. Kaiser
201208;Doneil Jor-Dee Ashley Henry;CB;70;71;28;188;Suwon Samsung Bluewings;Korean K League 1;1;Canada;Right;D. Henry
201266;Kasper Kusk Vangsgaard;RW, ST, RM;70;70;29;180;Aalborg BK;Danish Superliga;1;Denmark;Left;K. Kusk
201528;ccc ccc;CB;70;70;31;186;Gamba Osaka;Japanese J. League Division 1;1;Korea Republic;Left;Kim Young Gwon
201549;Nemanja Nikolic;ST;70;70;33;180;;;;Hungary;Right;N. Nikolic
201888;Veton Berisha;ST;70;71;27;175;Viking FK;Norwegian Eliteserien;1;Norway;Right;V. Berisha
201936;ccc ccc;GK;70;70;33;192;Cerezo Osaka;Japanese J. League Division 1;1;Korea Republic;Right;Kim Jin Hyeon
201991;Erik Moran Arribas;CDM, CM;70;70;30;187;SD Ponferradina;Spanish Segunda Division;2;Spain;Right;Erik Moran
202148;Abdul Rahman Khalili;CM;70;70;29;180;Hammarby IF;Swedish Allsvenskan;1;Sweden;Right;A. Khalili
202220;Charles Kwabena Sapong;ST, LM;70;70;32;185;Nashville SC;USA Major League Soccer;1;United States;Right;C. Sapong
202356;Ziya Erdal;LB;70;70;33;182;Demir Grup Sivasspor;Turkish Super Lig;1;Turkey;Left;Z. Erdal
202451;Ludck Pernica;CB;70;70;31;188;FC Viktoria Plzec;Czech Republic Gambrinus Liga;1;Czech Republic;Right;L. Pernica
202530;alvaro Rey Vazquez;RW, LW;70;70;31;183;Club Bolivar;Liga de Futbol Profesional Boliviano;1;Spain;Right;alvaro Rey
202539;Leigh Griffiths;ST;70;70;30;174;Dundee FC;Scottish Premiership;1;Scotland;Left;L. Griffiths
202676;Adam Jake Taggart;ST;70;70;28;183;Cerezo Osaka;Japanese J. League Division 1;1;Australia;Right;A. Taggart
202686;Nahki Wells;ST, LM, LW;70;70;31;170;Bristol City;English League Championship;2;Bermuda;Right;N. Wells
202810;Sean McDermott;GK;70;73;28;185;Kristiansund BK;Norwegian Eliteserien;1;Republic of Ireland;Right;S. McDermott
202886;Benjamin Kevin Siegrist;GK;70;71;29;194;Dundee United;Scottish Premiership;1;Switzerland;Right;B. Siegrist
202905;Christoffer Åke Sven Nyman;ST;70;70;28;185;IFK Norrköping;Swedish Allsvenskan;1;Sweden;Right;C. Nyman
202986;ccc ccc;CDM, CM;70;70;32;177;Pohang Steelers;Korean K League 1;1;Korea Republic;Right;Sin Jin Ho
203276;Heber Araujo dos Santos;ST;70;70;29;180;New York City FC;USA Major League Soccer;1;Brazil;Right;Heber
203304;Britt Curtis Assombalonga;ST;70;70;28;177;Adana Demirspor;Turkish Super Lig;1;Congo DR;Right;B. Assombalonga
203344;Thiago Galhardo do Nascimento Rocha;ST, CAM;70;70;31;183;RC Celta de Vigo;Spain Primera Division;1;Brazil;Right;Thiago Galhardo
203485;Terence Kongolo;CB, LB;70;73;27;188;Fulham;English League Championship;2;Netherlands;Left;T. Kongolo
203547;Jasmin Šcuk;CDM, CM;70;70;30;184;Altay SK;Turkish Super Lig;1;Bosnia and Herzegovina;Right;J. Šcuk
203749;Sonny Bradley;CB;70;70;29;196;Luton Town;English League Championship;2;England;Left;S. Bradley
203929;Jon Guðni Fjoluson;CB;70;70;32;193;Hammarby IF;Swedish Allsvenskan;1;Iceland;Left;J. Fjoluson
204136;Michael Jeroen Maarten Michiel de Leeuw;ST, CAM;70;70;34;178;FC Groningen;Holland Eredivisie;1;Netherlands;Right;M. de Leeuw
204163;Tetchi Jores Charlemagne Ulrich Okore;CB;70;71;28;180;Changchun Yatai FC;Chinese Super League;1;Denmark;Right;J. Okore
204242;Mickaël Barreto;RM, CAM, LM;70;70;30;175;AC Ajaccio;French Ligue 2;2;France;Right;M. Barreto
204247;Kerim Frei Koyunlu;RM, LM;70;70;27;171;Fatih Karagumruk S.K.;Turkish Super Lig;1;Turkey;Right;K. Frei
204289;Saido Berahino;CAM, ST, LM;70;70;27;180;Sheffield Wednesday;English League One;3;Burundi;Right;S. Berahino
204307;Julian Korb;RB, RWB;70;70;29;177;Holstein Kiel;German 2. Bundesliga;2;Germany;Right;J. Korb
204344;Jose elber Pimentel da Silva;LM, RM;70;70;29;170;Yokohama F. Marinos;Japanese J. League Division 1;1;Brazil;Right;Elber
204349;Ibrahim Šehic;GK;70;70;32;190;cttifak Holding Konyaspor;Turkish Super Lig;1;Bosnia and Herzegovina;Right;I. Šehic
204447;Fabio Lucioni;CB;70;70;33;185;Lecce;Italian Serie B;2;Italy;Right;F. Lucioni
204687;Pawec Olkowski;RWB, RB;70;70;31;184;Gazicehir Gaziantep F.K.;Turkish Super Lig;1;Poland;Right;P. Olkowski
204709;Diego Ivan Rubio Kostner;ST, CAM;70;70;28;180;Colorado Rapids;USA Major League Soccer;1;Chile;Right;D. Rubio
204842;Yanick Brecher;GK;70;73;28;196;FC Zurich;Swiss Super League;1;Switzerland;Right;Y. Brecher
204966;Adrian Ortola Vaño;GK;70;72;27;187;Girona FC;Spanish Segunda Division;2;Spain;Left;Adrian Ortola
205054;Kal Naismith;LB, CB, RM;70;70;29;185;Luton Town;English League Championship;2;Scotland;Left;K. Naismith
205086;Phillipp Klement;CAM, CM;70;70;28;175;VfB Stuttgart;German 1. Bundesliga;1;Germany;Left;P. Klement
205214;Zlatko Tripic;LW, LM;70;70;28;182;Viking FK;Norwegian Eliteserien;1;Norway;Right;Z. Tripic
205463;Marco Thiede;RB, RW;70;70;29;178;Karlsruher SC;German 2. Bundesliga;2;Germany;Right;M. Thiede
205556;Luka Krajnc;CB, LB;70;71;26;187;Hannover 96;German 2. Bundesliga;2;Slovenia;Left;L. Krajnc
205565;Dave Bulthuis;CB, LB;70;70;31;192;Ulsan Hyundai FC;Korean K League 1;1;Netherlands;Left;D. Bulthuis
205818;Ryan Woods;CDM, CM;70;72;27;173;Birmingham City;English League Championship;2;England;Right;R. Woods
205998;Andre Ivan Biyogo Poko;CDM, CM, CAM;70;71;28;173;Altay SK;Turkish Super Lig;1;Gabon;Right;A. Poko
206042;Jacopo Dezi;CM, CAM;70;70;29;178;Venezia FC;Italian Serie A;1;Italy;Right;J. Dezi
206141;Kalifa Coulibaly;ST;70;70;29;197;FC Nantes;French Ligue 1;1;Mali;Right;K. Coulibaly
206145;Benjamin Uphoff;GK;70;72;27;192;Sport-Club Freiburg;German 1. Bundesliga;1;Germany;Right;B. Uphoff
206436;Yassine Benzia;CAM, CM;70;71;26;179;Dijon FCO;French Ligue 2;2;Algeria;Right;Y. Benzia
206553;Simon Augustin Falette;CB;70;70;29;184;Atakac Hatayspor;Turkish Super Lig;1;Guinea;Left;S. Falette
206561;Christian Walton;GK;70;74;25;195;Ipswich Town;English League One;3;England;Left;C. Walton
207956;Pelly-Ruddock Mpanzu;CM, CDM;70;71;27;175;Luton Town;English League Championship;2;Congo DR;Right;P. Mpanzu
208014;Matthew Pearson;CB, RB;70;71;27;190;Huddersfield Town;English League Championship;2;England;Right;M. Pearson
208088;Sergi Samper Montaña;CDM, CM;70;73;26;182;Vissel Kobe;Japanese J. League Division 1;1;Spain;Right;Sergi Samper
208534;Alfie Mawson;CB;70;73;27;189;Fulham;English League Championship;2;England;Right;A. Mawson
208581;Zymer Bytyqi;LW, RW, LM;70;73;24;176;cttifak Holding Konyaspor;Turkish Super Lig;1;Kosovo;Right;Z. Bytyqi
208638;Roberto Antonio Correa Silva;RB;70;70;28;180;SD Eibar;Spanish Segunda Division;2;Spain;Right;Rober Correa
208719;Philipp Kuhn;GK;70;70;28;188;VfL Osnabruck;German 3. Bundesliga;3;Germany;Right;P. Kuhn
208817;Andres Jose Rodriguez Gaitan;CDM, CM;70;70;31;185;Burgos CF;Spanish Segunda Division;2;Spain;Left;Andy
208835;Youssouf Yacoub M'Changama;CAM, CM;70;70;30;175;En Avant de Guingamp;French Ligue 2;2;Comoros;Right;Y. M'Changama
208862;Jimmy Giraudon;CB;70;70;29;184;ESTAC Troyes;French Ligue 1;1;France;Right;J. Giraudon
209005;Luis Carlos Cardozo Espillaga;CB, RB;70;70;32;180;Club Libertad;Paraguayan Primera Division;1;Paraguay;Right;L. Cardozo
209378;Bart van Hintum;CB, LB;70;70;34;177;FC Groningen;Holland Eredivisie;1;Netherlands;Left;B. van Hintum
209449;Gerso Fernandes;LW, RW;70;70;30;173;Jeju United FC;Korean K League 1;1;Guinea Bissau;Left;Gerso
209521;Alison Lopes Ferreira;CDM;70;70;28;180;Al Hazem;Saudi Abdul L. Jameel League;1;Brazil;Right;Alison
209532;Daniel Bachmann;GK;70;73;26;191;Watford;English Premier League;1;Austria;Right;D. Bachmann
209610;Jose Juan Vazquez Gomez;CM, CDM;70;70;33;166;Deportivo Toluca;Mexican Liga MX;1;Mexico;Right;J. Vazquez
209698;Birama Toure;CDM, CM;70;70;29;183;AJ Auxerre;French Ligue 2;2;Mali;Right;B. Toure
209818;Joshua Brenet;LB, RB, RWB;70;70;27;181;TSG Hoffenheim;German 1. Bundesliga;1;Netherlands;Right;J. Brenet
209840;Julian Jeanvier;CB;70;70;28;185;Brentford;English Premier League;1;Guinea;Right;J. Jeanvier
210129;Gergc Lovrencsics;RB;70;70;32;177;Hajduk Split;Croatian Prva HNL;1;Hungary;Right;G. Lovrencsics
210219;Emanuel Herrera;ST;70;70;34;186;Argentinos Juniors;Argentina Primera Division;1;Argentina;Right;E. Herrera
210538;Luca Danilo Zuffi;CDM, CAM, CM;70;70;31;182;FC Sion;Swiss Super League;1;Switzerland;Left;L. Zuffi
210653;Luis Fernando Quintana Vega;CB;70;70;29;180;Club Necaxa;Mexican Liga MX;1;Mexico;Right;L. Quintana
210703;Luka corcevic;ST;70;71;26;185;Vejle Boldklub;Danish Superliga;1;Montenegro;Right;L. corcevic
210833;Riccardo Improta;LM, LW, CM;70;70;27;179;Benevento;Italian Serie B;2;Italy;Right;R. Improta
210880;Riccardo Fiamozzi;RB;70;70;28;178;Empoli;Italian Serie A;1;Italy;Right;R. Fiamozzi
210923;Mohammed Al Owais;GK;70;70;29;187;Al Ahli;Saudi Abdul L. Jameel League;1;Saudi Arabia;Left;M. Al Owais
210951;Robert Mario Flores Bistolfi;CAM, RM, LM;70;71;27;170;D.C. United;USA Major League Soccer;1;Peru;Left;E. Flores
211033;Luis Manuel Garcia Palomera;GK;70;72;28;181;Deportivo Toluca;Mexican Liga MX;1;Mexico;Right;L. Garcia
211037;Cesar De La Hoz Lopez;CDM, CB;70;70;29;179;Union Deportiva Almeria;Spanish Segunda Division;2;Spain;Left;De La Hoz
211057;Pablo Valcarce Vidal;LM, RM, CAM;70;70;28;173;Burgos CF;Spanish Segunda Division;2;Spain;Right;Pablo Valcarce
211177;Arnor Ingvi Traustason;LM, CM;70;70;28;183;New England Revolution;USA Major League Soccer;1;Iceland;Right;A. Traustason
211231;Ramon Olamilekan Azeez;CDM, CM, CAM;70;70;28;169;Granada CF;Spain Primera Division;1;Nigeria;Right;R. Azeez
211239;Corentin Jean;ST, RM;70;72;25;170;Racing Club de Lens;French Ligue 1;1;France;Right;C. Jean
211272;Claudio Gaston Corvalan;LWB, CB, LB;70;70;32;179;Union de Santa Fe;Argentina Primera Division;1;Argentina;Left;C. Corvalan
211339;Rudy Alejandro Cardozo Fernandez;LM;70;70;31;171;Club The Strongest;Liga de Futbol Profesional Boliviano;1;Bolivia;Left;R. Cardozo
211384;Jamal Lowe;ST, LW;70;70;26;183;AFC Bournemouth;English League Championship;2;Jamaica;Right;J. Lowe
211504;Lewis Baker;CDM, CAM, CM;70;74;26;182;Chelsea;English Premier League;1;England;Right;L. Baker
211946;Markus Kolke;GK;70;70;30;187;F.C. Hansa Rostock;German 2. Bundesliga;2;Germany;Right;M. Kolke
211966;Mahlon Beresford Baker Romeo;RWB, RB;70;73;25;178;Portsmouth;English League One;3;Antigua and Barbuda;Right;M. Romeo
212095;Alejandro Melean Villarroel;CB, CDM, CM;70;70;34;183;Club Deportivo Jorge Wilstermann;Liga de Futbol Profesional Boliviano;1;Bolivia;Right;A. Melean
212104;Jaime Gomez Valencia;RB, CM, RWB;70;70;27;176;Futbol Club Juarez;Mexican Liga MX;1;Mexico;Right;J. Gomez
212121;Jordi Vanlerberghe;CB, CDM, CM;70;76;25;189;KV Mechelen;Belgian Jupiler Pro League;1;Belgium;Right;J. Vanlerberghe
212129;Borja Lopez Menendez;CB;70;73;27;190;Real Sporting de Gijon;Spanish Segunda Division;2;Spain;Left;Borja Lopez
212249;Sebastian Kerk;CAM, CF, LM;70;71;27;184;Hannover 96;German 2. Bundesliga;2;Germany;Left;S. Kerk
212261;Brandon Thomas Llamas;ST, LM, CAM;70;73;26;175;Malaga CF;Spanish Segunda Division;2;Spain;Right;Brandon Thomas
212381;Roberto Insigne;CF, RM, RW;70;71;27;172;Benevento;Italian Serie B;2;Italy;Left;R. Insigne
212424;Wil Trapp;CDM;70;71;28;173;Minnesota United FC;USA Major League Soccer;1;United States;Right;W. Trapp
212454;Callum O'Dowda;LM, CM, RM;70;71;26;180;Bristol City;English League Championship;2;Republic of Ireland;Left;C. O'Dowda
212466;Carlos Ernesto Cisneros Barajas;LM, RM, LB;70;70;27;175;Club Deportivo Guadalajara;Mexican Liga MX;1;Mexico;Right;C. Cisneros
212519;Romain Philippoteaux;LM;70;70;33;170;Dijon FCO;French Ligue 2;2;France;Right;R. Philippoteaux
212625;David Kinsombi;CM, CDM;70;72;25;183;Hamburger SV;German 2. Bundesliga;2;Germany;Right;D. Kinsombi
212879;Sven Michel;ST, LW;70;70;30;179;SC Paderborn 07;German 2. Bundesliga;2;Germany;Left;S. Michel
213000;Sven van Beek;CB;70;70;26;190;SC Heerenveen;Holland Eredivisie;1;Netherlands;Right;S. van Beek
213064;Francisco Javier Calvo Quesada;CB;70;70;28;180;Chicago Fire Football Club;USA Major League Soccer;1;Costa Rica;Left;F. Calvo
213136;Steeven Willems;CB, LB;70;70;30;184;Royal Charleroi S.C.;Belgian Jupiler Pro League;1;France;Left;S. Willems
213301;Sascha Horvath;RM, LM, CAM;70;73;24;168;LASK Linz;Austrian Football Bundesliga;1;Austria;Right;S. Horvath
213317;ccc ccc;LB;70;70;29;175;Jeonbuk Hyundai Motors;Korean K League 1;1;Korea Republic;Left;Kim Jin Su
213332;Matheus Simonete Bressanelli;CB, RB;70;71;28;182;FC Dallas;USA Major League Soccer;1;Brazil;Right;Bressan
213490;Isaiah Brown;CAM, CM;70;75;24;182;Preston North End;English League Championship;2;England;Right;I. Brown
213556;Calmon Wergiton do Rosario;CM, CDM;70;70;32;180;Ferencvarosi TC;Hungarian Nemzeti Bajnoksag I;1;Brazil;Right;Somalia
